image;title;author;format;duzy_rozmiar;maly_rozmiar;kategoria;cena_duzy;cena_maly;ilosc(quantity)
https://as2.ftcdn.net/jpg/01/74/63/77/500_F_174637795_MO3yk9LCcXBrwgIsLKkKKoPk7LfeRbhe.jpg;Night sky in the Alps ;Milena Milani\Stocksy;jpeg;3456x4608;1194x1592;Astrofotografia;1120.99;538.99;14
https://as1.ftcdn.net/jpg/01/73/77/86/500_F_173778615_3ePikn48wsdWlYclISiZAOPMtuwgyCRr.jpg;A creative image of space IC1871 part of the Soul nebula;Sara Wager\Stocksy;jpeg;3303x2478;1591x1194;Astrofotografia;1120.99;538.99;32
https://as1.ftcdn.net/jpg/01/59/04/12/500_F_159041265_XwqdpaZyQpwbLDAIV7lI0ZB5qrir9BPX.jpg;male adventurer with strong headlamp beside illuminated red orange under the milky way;Leander Nardin\Stocksy;jpeg;3840x5760;1125x1688;Astrofotografia;1120.99;538.99;104
https://as1.ftcdn.net/jpg/03/80/30/14/500_F_380301407_PaYuzOtYa47VgfpHQRxgpG9scuiwkOMz.jpg;Tent lit up in the night with a starry sky;Blue Mountain Thyme\Stocksy;jpeg;5184x3456;1688x1125;Astrofotografia;1120.99;538.99;61
https://as1.ftcdn.net/jpg/02/78/61/16/500_F_278611694_6nb8wWHu6Bbilizv1IyN1X44GMoMgDId.jpg;Ski Lift and Chairs in the Clear Starry Night Sky;Cavan Images;jpeg;3549x5323;1126x1688;Astrofotografia;1120.99;538.99;25
https://as1.ftcdn.net/jpg/03/20/12/02/500_F_320120282_u6nnWDX6q0FxpBCJMmDRiokXWp9cAnbu.jpg;Northern lights over Snowy mountains  Iceland;RooM The Agency;jpeg;7714x5143;1688x1125;Astrofotografia;1120.99;538.99;90
https://as2.ftcdn.net/jpg/01/72/77/13/500_F_172771342_fPfWUHvs00khsYuww8Fx9D4iHH1zsCWN.jpg;Milky Way rises over the Teide National Park;Marilar Irastorza\Stocksy;jpeg;5760x3840;1688x1125;Astrofotografia;1120.99;538.99;92
https://as1.ftcdn.net/jpg/03/80/78/24/500_F_380782460_UExkise0xF47cVfIzLpOgEk2q9OHlVL6.jpg;Star Trails;Rob Sylvan\Stocksy;jpeg;3338x5000;1126x1687;Astrofotografia;1120.99;538.99;54
https://as2.ftcdn.net/jpg/03/82/57/93/500_F_382579339_yew9oq43pkRhWnBWKjaxK0shuQgW7Qkw.jpg;Milky Way Galaxy Over Mountains;Leslie Taylor\Stocksy;jpeg;4016x5840;1143x1662;Astrofotografia;1120.99;538.99;11
https://as2.ftcdn.net/jpg/03/80/82/25/500_F_380822532_mxquFFtU5K7Qpn10BIF7aL0eATSgQo23.jpg;Starry night sky with twinkling stars;Amir Kaljikovi\u00d4\u00f8\u03a9\u00d4\u00f8\u03a9 Photography\Stocksy;jpeg;3711x5566;1126x1688;Astrofotografia;1120.99;538.99;7
https://as2.ftcdn.net/jpg/03/68/28/07/500_F_368280798_kwv2v0JSqWFCuSu6COgjSg9pgz7p1Thb.jpg;Gum tree in front of Milky Way rising above clouds vertical;Rosalie Dibben\Austockphoto;jpeg;3500x5224;1128x1684;Astrofotografia;1120.99;538.99;30
https://as2.ftcdn.net/jpg/03/80/37/59/500_F_380375972_UCoUJr3yfW3lpEkCzWYKMNVqHW23YLLs.jpg;alpine cabin in the mountains at night with the milky way above;Akela - from alp to alp\Stocksy;jpeg;3456x5184;1125x1688;Astrofotografia;1120.99;538.99;22
https://as1.ftcdn.net/jpg/03/19/51/72/500_F_319517220_KB9hCAOtgoZfT2RDvJeanDmvyGq6N6xX.jpg;The Milky Way and starry sky stream over Emerald Bay on perfectly clear summer night near South Lake Tahoe  California;Tandem Stock;jpeg;7360x4912;1687x1126;Astrofotografia;1120.99;538.99;79
https://as2.ftcdn.net/jpg/03/80/82/99/500_F_380829914_L0AJJLlm6xu8mLrHibYJPjgrisKNjgzu.jpg;Mount Hood and Trillium Lake at night;Adam Nixon\Stocksy;jpeg;5760x3840;1688x1125;Astrofotografia;1120.99;538.99;40
https://as1.ftcdn.net/jpg/03/80/47/68/500_F_380476861_DgLacFhSbabnbw46cVevN62sibcn3146.jpg;The Big Dipper over the Sea;Helen Sotiriadis\Stocksy;jpeg;5472x3648;1688x1125;Astrofotografia;1120.99;538.99;54
https://as1.ftcdn.net/jpg/03/71/24/84/500_F_371248401_RYYxIp2vKO7iPz66pxpwkqyE9ipMU5mm.jpg;A clear night with a view of the milky way;David Keller\Stocksy;jpeg;6000x4000;1688x1125;Astrofotografia;1120.99;538.99;50
https://as2.ftcdn.net/jpg/02/81/10/41/500_F_281104103_hsKdC14FNyYHDjpGIJ4VaG3sBfR3wd0U.jpg;Details of Milky Way.;Javier Pardina\Stocksy;jpeg;6720x4480;1688x1125;Astrofotografia;1120.99;538.99;33
https://as1.ftcdn.net/jpg/03/82/47/48/500_F_382474802_m9SCQNWD7SJRssGROBRPzW088vDqtN1W.jpg;Milky Way galaxy rises over the forest;Jacobs Chong\Stocksy;jpeg;3600x2400;1688x1125;Astrofotografia;1120.99;538.99;28
https://as2.ftcdn.net/jpg/03/80/48/07/500_F_380480736_R971E84yc5u0G5NZySAkgkQTr5OREIoW.jpg;Photograph of the Milky Way in summer  with a sky full of stars and curious details.;JAVIER PARDINA\Stocksy;jpeg;4912x7360;1126x1687;Astrofotografia;1120.99;538.99;66
https://as2.ftcdn.net/jpg/03/80/46/39/500_F_380463921_FdKeJmEeUZBUEs7XSWLgPbthruH0QgtV.jpg;Blurry Galaxy;Evan Dalen\Stocksy;jpeg;5281x3521;1688x1126;Astrofotografia;1120.99;538.99;85
https://as2.ftcdn.net/jpg/01/79/56/05/500_F_179560541_tFtG6RM8bIyIVBLYHyM4oCeYiMqVmN9V.jpg;Milky Way Galaxy;Marcos Osorio\ADDICTIVE STOCK;jpeg;3976x6305;1095x1736;Astrofotografia;1120.99;538.99;99
https://as1.ftcdn.net/jpg/01/87/40/44/500_F_187404415_6rIvV5cqbanUaQJ5dK3OkW9WB6KXtgnp.jpg;The Rosette nebula in widefield in Hubble Space telescope palette;Sara Wager\Stocksy;jpeg;3270x2462;1589x1196;Astrofotografia;1120.99;538.99;75
https://as1.ftcdn.net/jpg/02/07/97/96/500_F_207979676_KD9cfysyHpfVqKR74BXSQ2qsYTgyhi8s.jpg;couple sitting beside a campfire on a mountain lake at night with an illuminated green tent;Leander Nardin\Stocksy;jpeg;6410x4273;1688x1125;Astrofotografia;1120.99;538.99;85
https://as2.ftcdn.net/jpg/03/80/30/03/500_F_380300342_4jEDv0Apk4pgXFYEcUsWAUKOk4DkCTC6.jpg;Tent lit up at night in the North Cascades;Blue Mountain Thyme\Stocksy;jpeg;3251x4876;1126x1688;Astrofotografia;1120.99;538.99;39
