image;title;author;format;duzy_rozmiar;maly_rozmiar;kategoria;cena_duzy;cena_maly;ilosc(quantity)
https://as2.ftcdn.net/jpg/01/66/35/55/500_F_166355530_I1HeKkKUB5KYWjzKoV7pxooXSJM5G5yO.jpg;closeup macro of spiral patterns in ribbed leaf;The Nature Gallery\Stocksy;jpeg;4095x2709;1695x1121;Makro;1120.99;538.99;64
https://as2.ftcdn.net/jpg/02/36/86/99/500_F_236869906_3lEdcVCo4ULLSx9MDihY5kNNuGPUpYPi.jpg;Portrait of Butterfly on a flower  Indonesia;RooM The Agency;jpeg;7087x4724;1688x1125;Makro;1120.99;538.99;33
https://as1.ftcdn.net/jpg/02/68/21/02/500_F_268210298_iJZSHE5tOMyggIRk9gA3tbcVIy6n8SDh.jpg;Hummus;Good Vibrations Images\Stocksy;jpeg;4275x2850;1688x1125;Makro;1120.99;538.99;70
https://as2.ftcdn.net/jpg/02/17/70/71/500_F_217707126_eP5sNQyUb78eFYJvhht0tUQqiquRHszm.jpg;Green tiny tomatoes on branch;PHILIPPE DEGROOTE\ADDICTIVE STOCK;jpeg;8256x6192;1592x1194;Makro;1120.99;538.99;104
https://as2.ftcdn.net/jpg/02/12/95/47/500_F_212954755_XMB2az0EWFbpjRFluS6NFT9fQ5nvGuBd.jpg;Rhubarb stalks macro with dark background.;The Picture Pantry;jpeg;3264x4928;1122x1694;Makro;1120.99;538.99;19
https://as2.ftcdn.net/jpg/03/85/16/49/500_F_385164946_zRKExZGJ1TDJEtydYpxKqiWjK18MLLUB.jpg;green slipper orchid;Kelly Knox\Stocksy;jpeg;4480x6720;1125x1688;Makro;1120.99;538.99;12
https://as1.ftcdn.net/jpg/03/75/22/28/500_F_375222891_0FyRIYz69uE475MMecS3JgXyJ5iA5rMv.jpg;Orange fungi growing on an old log;David Smart\Stocksy;jpeg;2000x3008;1124x1690;Makro;1120.99;538.99;23
https://as2.ftcdn.net/jpg/03/75/20/13/500_F_375201335_2zHkS6wYQSb302nTJAUr6fMFOLY6NVTG.jpg;Wild natural mushrooms in a field of green grass;Greg Schmigel\Stocksy;jpeg;3264x2448;1592x1194;Makro;1120.99;538.99;41
https://as2.ftcdn.net/jpg/02/26/11/45/500_F_226114550_vPqzmEynd3D7rYhUfouIn3n1aZjYMUt7.jpg;Overhead view of wet dandelion growing outdoors;Cavan Social;jpeg;7520x5020;1687x1126;Makro;1120.99;538.99;77
https://as1.ftcdn.net/jpg/02/98/14/40/500_F_298144064_QEMUlyjwh6kZOUp6K9VBH2pMZmZkxEpD.jpg;Pink Protea;Vera Lair\Stocksy;jpeg;5583x3722;1688x1125;Makro;1120.99;538.99;95
https://as1.ftcdn.net/jpg/02/27/56/26/500_F_227562694_hm4aUXS6OTaIMfpBShAshpCRsOuEiz8F.jpg;hudrangea busn with ice crystals;superdewa\Stocksy;jpeg;6016x4016;1687x1126;Makro;1120.99;538.99;71
https://as1.ftcdn.net/jpg/03/47/25/22/500_F_347252239_ojN8Xfl6Kv2GblTnZrnq9ajagVlEtSqY.jpg;Honey pouring ;Simi Jois;jpeg;3819x5760;1122x1693;Makro;2240.99;1120.99;8
https://as1.ftcdn.net/jpg/02/68/21/48/500_F_268214891_O4kNzwp7jQasXs3o4St8eWa007znwToA.jpg;poppy macro;ALAN SHAPIRO\Stocksy;jpeg;3602x5405;1125x1689;Makro;1120.99;538.99;69
https://as1.ftcdn.net/jpg/02/93/68/52/500_F_293685256_BS1bbOoCOF1Xnu9sS8uDVREwCI9LnE2o.jpg;Green #3 \ Sweden;ViewBug;jpeg;5173x3449;1688x1126;Makro;1120.99;538.99;50
https://as2.ftcdn.net/jpg/02/17/70/71/500_F_217707141_FFhWbMZZ5leefAT8QWVUrDMKG9RLEYsJ.jpg;Close-up green leaves;ADDICTIVE STOCK;jpeg;8256x6192;1592x1194;Makro;1120.99;538.99;23
